,index,Date,Year,Country,Activity,Sex,Age,Fatal (Y/N),Time,Age2
437,2512,Jan,1993,USA,Surfing,M,29,N,Jan,29
438,2520,Nov,1992,USA,Surfing,M,19,N,Nov,19
439,2521,Nov,1992,USA,Surfing,M,24,N,Nov,24
440,2525,Nov,1992,USA,Surfing,M,17,N,Nov,17
441,2528,Oct,1992,USA,Surfing,M,28,N,Oct,28
442,2533,Sep,1992,USA,Surfing,M,20,N,Sep,20
443,2540,Aug,1992,USA,Surfing,M,22,N,Aug,22
444,2579,Oct,1991,USA,Surfing,M,21,N,Oct,21
445,2580,Oct,1991,USA,Surfing,M,32,N,Oct,32
446,2592,Jul,1991,USA,Surfing,M,32,N,Jul,32
447,2596,Jun,1991,USA,Surfing,M,18,N,Jun,18
448,2606,Feb,1991,USA,Surfing,M,38,N,Feb,38
449,2614,Nov,1990,USA,Surfing,M,24,N,Nov,24
450,2615,Oct,1990,USA,Surfing,M,50,N,Oct,50
451,2616,Oct,1990,USA,Surfing,M,18,N,Oct,18
452,2619,Oct,1990,USA,Surfing,M,25,N,Oct,25
453,2620,Oct,1990,USA,Surfing,M,43,N,Oct,43
454,2621,Oct,1990,USA,Surfing,M,19,N,Oct,19
455,2626,Aug,1990,USA,Surfing,M,22,N,Aug,22
456,2627,Aug,1990,USA,Surfing,M,0,N,Aug,17
457,2630,Jul,1990,USA,Surfing,M,17,N,Jul,17
458,2648,UNKNOWN,1990,USA,Surfing,M,17,UNKNOWN,UNKNOWN,17
459,2659,Oct,1989,USA,Surfing,M,12,N,Oct,12
460,2666,Sep,1989,USA,Surfing,M,31,N,Sep,31
461,2677,Jul,1989,USA,Surfing,M,16,N,Jul,16
462,2709,Oct,1988,USA,Surfing,M,15,N,Oct,15
463,2710,Oct,1988,USA,Surfing,M,30,N,Oct,30
464,2711,Oct,1988,USA,Surfing,M,23,N,Oct,23
465,2714,Sep,1988,USA,Surfing,M,21,N,Sep,21
466,2720,Aug,1988,USA,Surfing,M,27,N,Aug,27
467,2732,Jun,1988,USA,Surfing,M,25,N,Jun,25
468,2734,May,1988,USA,Surfing,M,31,N,May,31
469,2737,Apr,1988,USA,Surfing,M,0,N,Apr,17
470,2740,Apr,1988,USA,Surfing,M,14,N,Apr,14
471,2759,Dec,1987,USA,Surfing,M,16,N,Dec,16
472,2761,Nov,1987,USA,Surfing,M,15,N,Nov,15
473,2763,Oct,1987,USA,Surfing,M,20,N,Oct,20
474,2771,Jul,1987,USA,Surfing,M,27,N,Jul,27
475,2779,May,1987,USA,Surfing,M,0,N,May,17
476,2795,Dec,1986,USA,Surfing,M,40,N,Dec,40
477,2800,Nov,1986,USA,Surfing,M,17,N,Nov,17
478,2801,Nov,1986,USA,Surfing,M,26,N,Nov,26
479,2802,Nov,1986,USA,Surfing,M,23,N,Nov,23
480,2807,Oct,1986,USA,Surfing,M,28,N,Oct,28
481,2809,Sep,1986,USA,Surfing,UNKNOWN,0,N,Sep,17
482,2810,Sep,1986,USA,Surfing,UNKNOWN,18,N,Sep,18
483,2811,Aug,1986,USA,Surfing,UNKNOWN,16,N,Aug,16
484,2830,Jan,1986,USA,Surfing,M,22,N,Jan,22
485,2831,UNKNOWN,1986,USA,Surfing,M,16,N,UNKNOWN,16
486,2850,Jul,1985,USA,Surfing,M,15,N,Jul,15
487,2856,Mar,1985,USA,Surfing,M,25,N,Mar,25
488,2859,Feb,1985,USA,Surfing,M,16,N,Feb,16
489,2871,Nov,1984,USA,Surfing,M,13,N,Nov,13
490,2876,Oct,1984,USA,Surfing,M,15,N,Oct,15
491,2879,Sep,1984,USA,Surfing,M,17,N,Sep,17
492,2881,Sep,1984,USA,Surfing,M,16,N,Sep,16
493,2908,UNKNOWN,1984,USA,Surfing,M,0,N,UNKNOWN,17
494,2910,Dec,1983,USA,Surfing,M,17,N,Dec,17
495,2916,Nov,1983,USA,Surfing,M,15,N,Nov,15
496,2918,Oct,1983,USA,Surfing,M,16,N,Oct,16
497,2921,Aug,1983,USA,Surfing,M,0,N,Aug,17
498,2941,May,1983,USA,Surfing,M,15,N,May,15
499,2942,May,1983,USA,Surfing,M,22,N,May,22
500,2943,Apr,1983,USA,Surfing,M,0,UNKNOWN,Apr,17
501,2945,Apr,1983,USA,Surfing,M,16,N,Apr,16
502,2949,Mar,1983,USA,Surfing,M,0,N,Mar,17
503,2963,Sep,1982,USA,Surfing,M,20,N,Sep,20
504,2968,Aug,1982,USA,Surfing,M,17,UNKNOWN,Aug,17
505,2984,Mar,1982,USA,Surfing,M,16,N,Mar,16
506,2988,Feb,1982,USA,Surfing,M,18,N,Feb,18
507,2999,Dec,1981,USA,Surfing,M,24,Y,Dec,24
508,3006,Oct,1981,USA,Surfing,M,0,UNKNOWN,Oct,17
509,3007,Oct,1981,USA,Surfing,M,17,N,Oct,17
510,3008,Oct,1981,USA,Surfing,M,24,N,Oct,24
511,3009,Sep,1981,USA,Surfing,M,28,N,Sep,28
512,3010,Sep,1981,USA,Surfing,M,0,N,Sep,17
513,3012,Sep,1981,USA,Surfing,M,25,N,Sep,25
514,3013,Sep,1981,USA,Surfing,M,24,N,Sep,24
515,3014,Aug,1981,USA,Surfing,M,15,N,Aug,15
516,3036,Mar,1981,USA,Surfing,M,24,N,Mar,24
517,3042,Feb,1981,USA,Surfing,M,15,N,Feb,15
518,3054,Oct,1980,USA,Surfing,M,29,N,Oct,29
519,3055,Oct,1980,USA,Surfing,M,19,N,Oct,19
520,3062,Jul,1980,USA,Surfing,M,0,N,Jul,17
521,3063,Jul,1980,USA,Surfing,M,0,N,Jul,17
522,3086,Nov,1979,USA,Surfing,M,20,N,Nov,20
523,3102,Mar,1979,USA,Surfing,M,27,N,Mar,27
524,3110,Nov,1978,USA,Surfing,M,0,N,Nov,17
525,3111,Nov,1978,USA,Surfing,M,17,N,Nov,17
526,3120,Jun,1978,USA,Surfing,M,20,N,Jun,20
527,3121,Jun,1978,USA,Surfing,M,17,N,Jun,17
528,3131,UNKNOWN,1978,USA,Surfing,F,0,N,UNKNOWN,17
529,3134,Dec,1977,USA,Surfing,M,27,N,Dec,27
530,3163,Nov,1976,USA,Surfing,M,19,N,Nov,19
531,3167,Oct,1976,USA,Surfing,M,25,N,Oct,25
532,3174,Sep,1976,USA,Surfing,M,15,N,Sep,15
533,3176,Aug,1976,USA,Surfing,M,19,N,Aug,19
534,3204,Nov,1975,USA,Surfing,M,18,N,Nov,18
535,3207,Oct,1975,USA,Surfing,UNKNOWN,0,UNKNOWN,Oct,17
536,3221,Jul,1975,USA,Surfing,M,16,N,Jul,16
537,3225,Jun,1975,USA,Surfing,M,20,N,Jun,20
538,3227,May,1975,USA,Surfing,M,17,N,May,17
539,3249,Sep,1974,USA,Surfing,M,17,N,Sep,17
540,3255,Sep,1974,USA,Surfing,M,24,N,Sep,24
541,3261,Aug,1974,USA,Surfing,M,0,N,Aug,17
542,3291,Nov,1973,USA,Surfing,M,13,N,Nov,13
543,3308,Jan,1973,USA,Surfing,M,0,N,Jan,17
544,3322,Oct,1972,USA,Surfing,M,17,N,Oct,17
545,3324,Sep,1972,USA,Surfing,M,0,N,Sep,17
546,3326,Aug,1972,USA,Surfing,M,15,N,Aug,15
547,3332,Jun,1972,USA,Surfing,M,22,N,Jun,22
548,3352,Oct,1971,USA,Surfing,M,18,N,Oct,18
549,3355,Sep,1971,USA,Surfing,UNKNOWN,17,N,Sep,17
550,3380,Oct,1970,USA,Surfing,M,0,N,Oct,17
551,3423,Aug,1969,USA,Surfing,M,15,N,Aug,15
552,3439,Mar,1969,USA,Surfing,M,16,N,Mar,16
553,3457,Sep,1968,USA,Surfing,UNKNOWN,0,UNKNOWN,Sep,17
554,3480,Mar,1968,USA,Surfing,M,20,N,Mar,20
555,3482,Feb,1968,USA,Surfing,M,17,N,Feb,17
556,3491,UNKNOWN,1968,USA,Surfing,UNKNOWN,0,UNKNOWN,UNKNOWN,17
557,3523,Jul,1967,USA,Surfing,M,18,UNKNOWN,Jul,18
558,3629,Apr,1965,USA,Surfing,M,19,UNKNOWN,Apr,19
559,3643,UNKNOWN,1965,USA,Surfing,M,0,N,UNKNOWN,17
560,4284,Aug,1955,USA,Surfing,M,25,N,Aug,25
561,6097,UNKNOWN,1828,USA,Surfing,M,0,Y,UNKNOWN,17
562,6143,UNKNOWN,1779,USA,Surfing,M,0,Y,UNKNOWN,17
563,6201,UNKNOWN,UNKNOWN,USA,Surfing,M,0,N,UNKNOWN,17
564,584,Feb,2014,NEW ZEALAND,Surfing,M,28,N,Feb,28
565,810,Mar,2012,NEW ZEALAND,Surfing,M,0,N,Mar,17
566,931,Apr,2011,NEW ZEALAND,Surfing,M,41,N,Apr,41
567,1169,Jan,2009,NEW ZEALAND,Surfing,M,0,N,Jan,17
568,1306,Dec,2007,NEW ZEALAND,Surfing,F,0,N,Dec,17
569,1413,Dec,2006,NEW ZEALAND,Surfing,M,10,N,Dec,10
570,1694,Feb,2004,NEW ZEALAND,Surfing,M,15,N,Feb,15
571,1987,Dec,2000,NEW ZEALAND,Surfing,F,0,Y,Dec,17
572,2074,Feb,2000,NEW ZEALAND,Surfing,M,12,N,Feb,12
573,2079,Dec,1999,NEW ZEALAND,Surfing,M,15,N,Dec,15
574,3369,Mar,1971,NEW ZEALAND,Surfing,M,16,N,Mar,16
575,3447,Dec,1968,NEW ZEALAND,Surfing,M,17,N,Dec,17
576,186,Jan,2017,INDONESIA,Surfing,M,48,N,Jan,48
577,281,Apr,2016,INDONESIA,Surfing,M,24,N,Apr,24
578,841,Nov,2011,INDONESIA,Surfing,M,18,N,Nov,18
579,932,Apr,2011,INDONESIA,Surfing,M,0,N,Apr,17
580,961,Dec,2010,INDONESIA,Surfing,M,0,N,Dec,17
581,970,Nov,2010,INDONESIA,Surfing,M,0,N,Nov,17
582,15,May,2018,SOUTH AFRICA,Surfing,M,0,N,May,17
583,34,Apr,2018,SOUTH AFRICA,Surfing,M,19,N,Apr,19
584,123,Jul,2017,SOUTH AFRICA,Surfing,F,13,N,Jul,13
585,147,Apr,2017,SOUTH AFRICA,Surfing,M,14,N,Apr,14
586,340,Oct,2015,SOUTH AFRICA,Surfing,M,42,N,Oct,42
587,389,Jul,2015,SOUTH AFRICA,Surfing,M,34,N,Jul,34
588,403,Jun,2015,SOUTH AFRICA,Surfing,M,23,N,Jun,23
589,461,Jan,2015,SOUTH AFRICA,Surfing,M,15,N,Jan,15
590,524,Aug,2014,SOUTH AFRICA,Surfing,M,20,N,Aug,20
591,591,Dec,2013,SOUTH AFRICA,Surfing,M,19,N,Dec,19
592,666,Jun,2013,SOUTH AFRICA,Surfing,M,0,N,Jun,17
593,695,Mar,2013,SOUTH AFRICA,Surfing,M,0,N,Mar,17
594,770,Jul,2012,SOUTH AFRICA,Surfing,M,29,N,Jul,29
595,879,Aug,2011,SOUTH AFRICA,Surfing,M,49,Y,Aug,49
596,893,Jul,2011,SOUTH AFRICA,Surfing,M,29,N,Jul,29
597,918,May,2011,SOUTH AFRICA,Surfing,M,33,N,May,33
598,954,Jan,2011,SOUTH AFRICA,Surfing,M,16,Y,Jan,16
599,983,Oct,2010,SOUTH AFRICA,Surfing,M,0,N,Oct,17
600,1033,Apr,2010,SOUTH AFRICA,Surfing,M,35,N,Apr,35
601,1037,Feb,2010,SOUTH AFRICA,Surfing,M,0,N,Feb,17
602,1057,Jan,2010,SOUTH AFRICA,Surfing,M,0,N,Jan,17
603,1064,Dec,2009,SOUTH AFRICA,Surfing,M,0,UNKNOWN,Dec,17
604,1096,Aug,2009,SOUTH AFRICA,Surfing,M,25,Y,Aug,25
605,1113,Jul,2009,SOUTH AFRICA,Surfing,M,37,N,Jul,37
606,1142,Mar,2009,SOUTH AFRICA,Surfing,M,16,Y,Mar,16
607,1310,Nov,2007,SOUTH AFRICA,Surfing,M,14,N,Nov,14
608,1313,Nov,2007,SOUTH AFRICA,Surfing,M,37,N,Nov,37
609,1437,Sep,2006,SOUTH AFRICA,Surfing,M,37,N,Sep,37
610,1445,Aug,2006,SOUTH AFRICA,Surfing,M,0,N,Aug,17
611,1503,Feb,2006,SOUTH AFRICA,Surfing,M,15,N,Feb,15
612,1524,Nov,2005,SOUTH AFRICA,Surfing,M,26,N,Nov,26
613,1586,May,2005,SOUTH AFRICA,Surfing,M,32,N,May,32
614,1601,Mar,2005,SOUTH AFRICA,Surfing,M,32,N,Mar,32
615,1621,Nov,2004,SOUTH AFRICA,Surfing,M,20,N,Nov,20
616,1633,Oct,2004,SOUTH AFRICA,Surfing,M,34,N,Oct,34
617,1681,Apr,2004,SOUTH AFRICA,Surfing,M,16,N,Apr,16
618,1706,Jan,2004,SOUTH AFRICA,Surfing,M,22,N,Jan,22
619,1948,May,2001,SOUTH AFRICA,Surfing,M,26,N,May,26
620,1964,Apr,2001,SOUTH AFRICA,Surfing,M,46,N,Apr,46
621,2032,Jul,2000,SOUTH AFRICA,Surfing,M,15,N,Jul,15
622,2033,Jul,2000,SOUTH AFRICA,Surfing,M,18,N,Jul,18
623,2034,Jul,2000,SOUTH AFRICA,Surfing,M,0,N,Jul,17
624,2089,Nov,1999,SOUTH AFRICA,Surfing,M,35,N,Nov,35
625,2112,Jul,1999,SOUTH AFRICA,Surfing,M,42,N,Jul,42
626,2118,Jul,1999,SOUTH AFRICA,Surfing,M,29,N,Jul,29
627,2147,Dec,1998,SOUTH AFRICA,Surfing,M,18,N,Dec,18
628,2157,Oct,1998,SOUTH AFRICA,Surfing,M,30,N,Oct,30
629,2179,Jul,1998,SOUTH AFRICA,Surfing,M,16,N,Jul,16
630,2180,Jul,1998,SOUTH AFRICA,Surfing,M,10,N,Jul,10
631,2184,Jun,1998,SOUTH AFRICA,Surfing,M,0,N,Jun,17
632,2185,May,1998,SOUTH AFRICA,Surfing,M,17,N,May,17
633,2204,Jan,1998,SOUTH AFRICA,Surfing,M,21,N,Jan,21
634,2207,UNKNOWN,1998,SOUTH AFRICA,Surfing,M,28,Y,UNKNOWN,28
635,2242,Jul,1997,SOUTH AFRICA,Surfing,M,25,Y,Jul,25
636,2268,Dec,1996,SOUTH AFRICA,Surfing,M,0,N,Dec,17
637,2301,Jun,1996,SOUTH AFRICA,Surfing,M,0,N,Jun,17
638,2302,May,1996,SOUTH AFRICA,Surfing,M,17,N,May,17
639,2372,Nov,1984,SOUTH AFRICA,Surfing,M,14,N,Nov,14
640,2428,Jul,1994,SOUTH AFRICA,Surfing,M,22,Y,Jul,22
641,2429,Jul,1994,SOUTH AFRICA,Surfing,M,31,N,Jul,31
642,2451,Feb,1994,SOUTH AFRICA,Surfing,M,15,N,Feb,15
643,2486,Jul,1993,SOUTH AFRICA,Surfing,M,28,N,Jul,28
644,2556,Apr,1992,SOUTH AFRICA,Surfing,M,35,N,Apr,35
645,2670,Aug,1989,SOUTH AFRICA,Surfing,M,21,N,Aug,21
646,2675,Jul,1989,SOUTH AFRICA,Surfing,M,34,N,Jul,34
647,2682,Jun,1989,SOUTH AFRICA,Surfing,M,16,N,Jun,16
648,2745,Mar,1988,SOUTH AFRICA,Surfing,M,17,N,Mar,17
649,2748,Feb,1988,SOUTH AFRICA,Surfing,M,20,N,Feb,20
650,2752,Jan,1988,SOUTH AFRICA,Surfing,M,22,UNKNOWN,Jan,22
651,2768,Sep,1987,SOUTH AFRICA,Surfing,M,24,N,Sep,24
652,2824,Mar,1986,SOUTH AFRICA,Surfing,M,23,N,Mar,23
653,2825,Feb,1986,SOUTH AFRICA,Surfing,M,21,N,Feb,21
654,2826,Feb,1986,SOUTH AFRICA,Surfing,M,0,N,Feb,17
655,2832,Dec,1985,SOUTH AFRICA,Surfing,M,0,N,Dec,17
656,2862,Jan,1985,SOUTH AFRICA,Surfing,M,18,N,Jan,18
657,2893,Jun,1984,SOUTH AFRICA,Surfing,M,27,N,Jun,27
658,2898,Mar,1984,SOUTH AFRICA,Surfing,M,0,N,Mar,17
659,2930,Jul,1983,SOUTH AFRICA,Surfing,M,0,N,Jul,17
660,2948,Mar,1983,SOUTH AFRICA,Surfing,M,0,N,Mar,17
661,2961,Sep,1982,SOUTH AFRICA,Surfing,M,16,N,Sep,16
662,2962,Sep,1982,SOUTH AFRICA,Surfing,M,16,N,Sep,16
663,2978,Jun,1982,SOUTH AFRICA,Surfing,M,27,Y,Jun,27
664,3021,Jul,1981,SOUTH AFRICA,Surfing,M,32,N,Jul,32
665,3028,May,1981,SOUTH AFRICA,Surfing,M,27,N,May,27
666,3031,May,1981,SOUTH AFRICA,Surfing,M,19,N,May,19
667,3034,May,1981,SOUTH AFRICA,Surfing,M,24,N,May,24
668,3065,May,1980,SOUTH AFRICA,Surfing,M,22,N,May,22
669,3129,Jan,1978,SOUTH AFRICA,Surfing,M,17,N,Jan,17
670,3135,Dec,1977,SOUTH AFRICA,Surfing,M,18,N,Dec,18
671,3168,Oct,1976,SOUTH AFRICA,Surfing,M,20,N,Oct,20
672,3209,Aug,1975,SOUTH AFRICA,Surfing,M,19,N,Aug,19
673,3238,Feb,1975,SOUTH AFRICA,Surfing,M,16,N,Feb,16
674,3271,Apr,1974,SOUTH AFRICA,Surfing,M,17,N,Apr,17
675,3272,Mar,1974,SOUTH AFRICA,Surfing,M,21,N,Mar,21
676,3311,UNKNOWN,1973,SOUTH AFRICA,Surfing,M,13,N,UNKNOWN,13
677,3361,Jun,1971,SOUTH AFRICA,Surfing,M,21,N,Jun,21
678,3492,Dec,1967,SOUTH AFRICA,Surfing,M,22,N,Dec,22
679,7,May,2018,USA,Fishing,M,52,N,May,52
680,104,Aug,2017,USA,Fishing,M,34,N,Aug,34
681,125,Jun,2017,USA,Fishing,M,0,UNKNOWN,Jun,17
682,251,Jul,2016,USA,Fishing,M,59,N,Jul,59
683,290,Apr,2016,USA,Fishing,M,34,N,Apr,34
684,455,Jan,2015,USA,Fishing,M,0,N,Jan,17
685,491,Oct,2014,USA,Fishing,F,40,N,Oct,40
686,503,Sep,2014,USA,Fishing,M,52,N,Sep,52
687,508,Aug,2014,USA,Fishing,M,33,N,Aug,33
688,643,Aug,2013,USA,Fishing,M,17,N,Aug,17
689,780,Jun,2012,USA,Fishing,M,23,N,Jun,23
690,1012,Jul,2010,USA,Fishing,M,0,N,Jul,17
691,1013,Jul,2010,USA,Fishing,M,0,N,Jul,17
692,1015,Jul,2010,USA,Fishing,M,20,N,Jul,20
693,1025,May,2010,USA,Fishing,M,49,N,May,49
694,1071,Nov,2009,USA,Fishing,M,31,N,Nov,31
695,1198,Oct,2008,USA,Fishing,M,11,N,Oct,11
696,1343,Aug,2007,USA,Fishing,M,0,N,Aug,17
697,1389,Apr,2007,USA,Fishing,UNKNOWN,0,N,Apr,17
698,1421,Oct,2006,USA,Fishing,M,15,N,Oct,15
699,1468,Jun,2006,USA,Fishing,M,0,N,Jun,17
700,1488,Apr,2006,USA,Fishing,M,35,N,Apr,35
701,1573,Jun,2005,USA,Fishing,M,16,N,Jun,16
702,1749,Aug,2003,USA,Fishing,M,0,N,Aug,17
703,1824,Sep,2002,USA,Fishing,M,0,N,Sep,17
704,1862,May,2002,USA,Fishing,M,31,N,May,31
705,1904,Sep,2001,USA,Fishing,M,44,N,Sep,44
706,1932,Jul,2001,USA,Fishing,UNKNOWN,0,N,Jul,17
707,2060,Mar,2000,USA,Fishing,M,0,N,Mar,17
708,2374,Jul,1995,USA,Fishing,F,32,N,Jul,32
709,2450,Feb,1994,USA,Fishing,M,0,N,Feb,17
710,2577,Nov,1991,USA,Fishing,M,0,N,Nov,17
711,2586,Aug,1991,USA,Fishing,M,0,N,Aug,17
712,2754,Jan,1988,USA,Fishing,M,0,N,Jan,17
713,2777,Jun,1987,USA,Fishing,M,0,N,Jun,17
714,2836,Nov,1985,USA,Fishing,M,24,N,Nov,24
715,2841,Oct,1985,USA,Fishing,M,0,N,Oct,17
716,2926,Aug,1983,USA,Fishing,UNKNOWN,0,N,Aug,17
717,2952,Jan,1983,USA,Fishing,M,43,N,Jan,43
718,2958,UNKNOWN,1983,USA,Fishing,M,0,N,UNKNOWN,17
719,3016,Aug,1981,USA,Fishing,M,0,UNKNOWN,Aug,17
720,3107,UNKNOWN,1979,USA,Fishing,M,0,Y,UNKNOWN,17
721,3119,Jul,1978,USA,Fishing,M,27,N,Jul,27
722,3389,Jun,1970,USA,Fishing,M,13,N,Jun,13
723,3422,Aug,1969,USA,Fishing,M,28,N,Aug,28
724,3437,Aug,1969,USA,Fishing,M,0,N,Aug,17
725,3550,Sep,1966,USA,Fishing,M,20,N,Sep,20
726,3568,Jul,1966,USA,Fishing,M,14,N,Jul,14
727,3574,Jun,1966,USA,Fishing,M,18,N,Jun,18
728,3680,Jun,1964,USA,Fishing,UNKNOWN,0,N,Jun,17
729,4071,Aug,1959,USA,Fishing,M,0,N,Aug,17
730,4083,Jul,1959,USA,Fishing,UNKNOWN,0,N,Jul,17
731,4100,Apr,1959,USA,Fishing,M,0,N,Apr,17
732,4135,Nov,1958,USA,Fishing,UNKNOWN,0,N,Nov,17
733,4246,Jul,1956,USA,Fishing,M,38,N,Jul,38
734,4287,Aug,1955,USA,Fishing,M,0,N,Aug,17
735,4354,UNKNOWN,1954,USA,Fishing,M,0,N,UNKNOWN,17
736,4405,Jul,1952,USA,Fishing,M,43,N,Jul,43
737,4406,Jul,1952,USA,Fishing,M,34,N,Jul,34
738,4408,Jul,1952,USA,Fishing,M,34,N,Jul,34
739,4510,Jul,1949,USA,Fishing,M,16,N,Jul,16
740,4538,Sep,1948,USA,Fishing,M,0,N,Sep,17
741,4571,Jul,1947,USA,Fishing,M,46,N,Jul,46
742,4575,Jun,1947,USA,Fishing,M,35,N,Jun,35
743,4738,Aug,1941,USA,Fishing,UNKNOWN,0,N,Aug,17
744,4742,Jul,1941,USA,Fishing,M,0,N,Jul,17
745,4746,Mar,1941,USA,Fishing,M,53,N,Mar,53
746,4765,Jun,1940,USA,Fishing,M,0,N,Jun,17
747,4792,Aug,1939,USA,Fishing,M,33,N,Aug,33
748,4810,Aug,1938,USA,Fishing,M,0,N,Aug,17
749,4828,UNKNOWN,1938,USA,Fishing,M,0,N,UNKNOWN,17
750,4850,May,1937,USA,Fishing,M,0,N,May,17
751,4873,Aug,1936,USA,Fishing,M,13,N,Aug,13
752,4882,Mar,1936,USA,Fishing,M,0,N,Mar,17
753,4982,Aug,1932,USA,Fishing,M,0,N,Aug,17
754,4987,Jun,1932,USA,Fishing,M,32,N,Jun,32
755,4988,Jun,1932,USA,Fishing,M,0,N,Jun,17
756,5005,Sep,1931,USA,Fishing,M,0,UNKNOWN,Sep,17
757,5070,Jun,1929,USA,Fishing,M,0,N,Jun,17
758,5091,UNKNOWN,1929,USA,Fishing,M,0,N,UNKNOWN,17
759,5095,Nov,1928,USA,Fishing,M,0,N,Nov,17
760,5099,Sep,1928,USA,Fishing,M,0,N,Sep,17
761,5147,Jul,1926,USA,Fishing,M,0,N,Jul,17
762,5181,Jul,1924,USA,Fishing,M,14,N,Jul,14
763,5211,UNKNOWN,1923,USA,Fishing,M,0,N,UNKNOWN,17
764,5221,Sep,1922,USA,Fishing,UNKNOWN,0,N,Sep,17
765,5277,Nov,1918,USA,Fishing,M,0,Y,Nov,17
766,5301,Jul,1916,USA,Fishing,M,0,N,Jul,17
767,5335,Jul,1914,USA,Fishing,M,0,N,Jul,17
768,5340,May,1914,USA,Fishing,F,0,N,May,17
769,5359,May,1913,USA,Fishing,M,0,N,May,17
770,5387,Jul,1911,USA,Fishing,M,0,N,Jul,17
771,5389,May,1911,USA,Fishing,M,0,N,May,17
772,5472,Sep,1906,USA,Fishing,M,0,N,Sep,17
773,5488,Sep,1905,USA,Fishing,M,0,N,Sep,17
774,5495,Jul,1905,USA,Fishing,M,0,Y,Jul,17
775,5518,Sep,1903,USA,Fishing,M,0,N,Sep,17
776,5526,UNKNOWN,1903,USA,Fishing,M,0,Y,UNKNOWN,17
777,5529,Nov,1902,USA,Fishing,M,0,N,Nov,17
778,5608,Sep,1897,USA,Fishing,M,0,N,Sep,17
779,5613,Mar,1897,USA,Fishing,M,0,Y,Mar,17
780,5622,Jul,1896,USA,Fishing,M,35,Y,Jul,35
781,5632,Sep,1895,USA,Fishing,UNKNOWN,0,N,Sep,17
782,5634,Aug,1895,USA,Fishing,M,0,N,Aug,17
783,5647,Dec,1894,USA,Fishing,M,0,N,Dec,17
784,5652,Sep,1894,USA,Fishing,M,0,N,Sep,17
785,5717,Jul,1889,USA,Fishing,M,0,N,Jul,17
786,5719,Jan,1889,USA,Fishing,UNKNOWN,0,N,Jan,17
787,5840,Sep,1878,USA,Fishing,M,0,N,Sep,17
788,5864,Oct,1876,USA,Fishing,M,0,Y,Oct,17
789,5881,Jul,1874,USA,Fishing,M,0,N,Jul,17
790,5903,Aug,1871,USA,Fishing,M,0,N,Aug,17
791,5954,Jul,1863,USA,Fishing,M,0,N,Jul,17
792,6146,Jul,1771,USA,Fishing,M,0,Y,Jul,17
793,6283,UNKNOWN,UNKNOWN,USA,Fishing,M,0,N,UNKNOWN,17
794,280,May,2016,NEW ZEALAND,Fishing,M,39,N,May,39
795,1152,Mar,2009,NEW ZEALAND,Fishing,M,0,N,Mar,17
796,1164,Jan,2009,NEW ZEALAND,Fishing,UNKNOWN,0,N,Jan,17
797,1174,Jan,2009,NEW ZEALAND,Fishing,UNKNOWN,0,N,Jan,17
798,1184,Dec,2008,NEW ZEALAND,Fishing,M,0,N,Dec,17
799,1607,Mar,2005,NEW ZEALAND,Fishing,M,0,N,Mar,17
800,1677,Apr,2004,NEW ZEALAND,Fishing,UNKNOWN,0,N,Apr,17
801,2046,Jun,2000,NEW ZEALAND,Fishing,M,0,N,Jun,17
802,2132,Mar,1999,NEW ZEALAND,Fishing,M,28,N,Mar,28
803,3768,Jan,1963,NEW ZEALAND,Fishing,UNKNOWN,14,N,Jan,14
804,3838,Feb,1962,NEW ZEALAND,Fishing,UNKNOWN,0,UNKNOWN,Feb,17
805,3844,Jan,1962,NEW ZEALAND,Fishing,UNKNOWN,0,N,Jan,17
806,4225,Dec,1956,NEW ZEALAND,Fishing,M,70,N,Dec,70
807,4800,Feb,1939,NEW ZEALAND,Fishing,M,0,N,Feb,17
808,5133,Feb,1927,NEW ZEALAND,Fishing,M,70,N,Feb,70
809,5327,Jan,1915,NEW ZEALAND,Fishing,M,0,UNKNOWN,Jan,17
810,5391,Apr,1911,NEW ZEALAND,Fishing,UNKNOWN,0,N,Apr,17
811,5395,UNKNOWN,1911,NEW ZEALAND,Fishing,M,50,Y,UNKNOWN,50
812,566,Apr,2014,SOUTH AFRICA,Fishing,M,0,N,Apr,17
813,818,Feb,2012,SOUTH AFRICA,Fishing,UNKNOWN,0,N,Feb,17
814,1151,Mar,2009,SOUTH AFRICA,Fishing,M,40,N,Mar,40
815,1185,Dec,2008,SOUTH AFRICA,Fishing,M,15,N,Dec,15
816,1262,May,2008,SOUTH AFRICA,Fishing,M,24,N,May,24
817,1415,Dec,2006,SOUTH AFRICA,Fishing,M,25,N,Dec,25
818,1648,Aug,2004,SOUTH AFRICA,Fishing,UNKNOWN,0,N,Aug,17
819,1886,Jan,2002,SOUTH AFRICA,Fishing,M,16,N,Jan,16
820,2633,May,1990,SOUTH AFRICA,Fishing,UNKNOWN,0,N,May,17
821,2692,Feb,1989,SOUTH AFRICA,Fishing,M,0,N,Feb,17
822,2781,Apr,1987,SOUTH AFRICA,Fishing,M,0,UNKNOWN,Apr,17
823,2901,Feb,1984,SOUTH AFRICA,Fishing,M,0,N,Feb,17
824,2944,Apr,1983,SOUTH AFRICA,Fishing,M,27,N,Apr,27
825,2989,Feb,1982,SOUTH AFRICA,Fishing,M,0,N,Feb,17
826,3072,Mar,1980,SOUTH AFRICA,Fishing,M,61,N,Mar,61
